Model,Circuit,(ε δ),Noise Type,p,K*,time(sec.),robust
fashion_8,c_2,"(0.05, 0.0005)",depolarizing,0.111,0.83745,6.45,NO
fashion_8,c_2,"(0.05, 0.0005)",depolarizing,0.112,0.83601,6.65,NO
fashion_8,c_2,"(0.05, 0.0005)",depolarizing,0.113,0.83458,6.35,NO
fashion_8,c_2,"(0.05, 0.0005)",depolarizing,0.114,0.83315,6.60,NO
fashion_8,c_2,"(0.05, 0.0005)",depolarizing,0.115,0.83172,6.48,NO
fashion_8,c_2,"(0.05, 0.0005)",depolarizing,0.116,0.83029,6.36,NO
fashion_8,c_2,"(0.05, 0.0005)",depolarizing,0.117,0.82886,6.37,NO
fashion_8,c_2,"(0.05, 0.0005)",depolarizing,0.118,0.82743,6.44,NO
fashion_8,c_2,"(0.05, 0.0005)",depolarizing,0.119,0.82601,6.66,NO
fashion_8,c_2,"(0.05, 0.0005)",depolarizing,0.120,0.82458,6.39,NO
fashion_8,c_2,"(0.05, 0.0005)",depolarizing,0.121,0.82315,6.70,NO
fashion_8,c_2,"(0.05, 0.0005)",depolarizing,0.122,0.82173,6.34,NO
fashion_8,c_2,"(0.05, 0.0005)",depolarizing,0.123,0.82030,6.42,NO
fashion_8,c_2,"(0.05, 0.0005)",depolarizing,0.124,0.81887,6.36,NO
fashion_8,c_2,"(0.05, 0.0005)",depolarizing,0.125,0.81745,6.28,NO
fashion_8,c_2,"(0.05, 0.0005)",depolarizing,0.126,0.81602,6.51,NO
fashion_8,c_2,"(0.05, 0.0005)",depolarizing,0.127,0.81460,6.33,NO
fashion_8,c_2,"(0.05, 0.0005)",depolarizing,0.128,0.81318,6.62,NO
fashion_8,c_2,"(0.05, 0.0005)",depolarizing,0.129,0.81176,6.50,NO
fashion_8,c_2,"(0.05, 0.0005)",depolarizing,0.130,0.81033,6.41,NO
fashion_8,c_2,"(0.05, 0.0005)",depolarizing,0.131,0.80891,6.51,NO
fashion_8,c_2,"(0.05, 0.0005)",depolarizing,0.132,0.80749,6.41,NO
fashion_8,c_2,"(0.05, 0.0005)",depolarizing,0.133,0.80607,6.49,NO
fashion_8,c_2,"(0.05, 0.0005)",depolarizing,0.134,0.80465,6.24,NO
fashion_8,c_2,"(0.05, 0.0005)",depolarizing,0.135,0.80323,6.51,NO
fashion_8,c_2,"(0.05, 0.0005)",depolarizing,0.136,0.80181,6.36,NO
fashion_8,c_2,"(0.05, 0.0005)",depolarizing,0.137,0.80039,6.56,NO
fashion_8,c_2,"(0.05, 0.0005)",depolarizing,0.138,0.79898,6.62,NO
fashion_8,c_2,"(0.05, 0.0005)",depolarizing,0.139,0.79756,6.54,NO
fashion_8,c_2,"(0.05, 0.0005)",depolarizing,0.140,0.79614,6.51,NO
fashion_8,c_2,"(0.05, 0.0005)",depolarizing,0.141,0.79473,6.51,NO
fashion_8,c_2,"(0.05, 0.0005)",depolarizing,0.142,0.79331,6.46,NO
fashion_8,c_2,"(0.05, 0.0005)",depolarizing,0.143,0.79189,6.68,NO
fashion_8,c_2,"(0.05, 0.0005)",depolarizing,0.144,0.79048,6.54,NO
fashion_8,c_2,"(0.05, 0.0005)",depolarizing,0.145,0.78907,6.59,NO
fashion_8,c_2,"(0.05, 0.0005)",depolarizing,0.146,0.78765,6.44,NO
fashion_8,c_2,"(0.05, 0.0005)",depolarizing,0.147,0.78624,6.68,NO
fashion_8,c_2,"(0.05, 0.0005)",depolarizing,0.148,0.78483,6.57,NO
fashion_8,c_2,"(0.05, 0.0005)",depolarizing,0.149,0.78341,6.56,NO
fashion_8,c_2,"(0.05, 0.0005)",depolarizing,0.150,0.78200,6.76,NO
fashion_8,c_2,"(0.05, 0.0005)",depolarizing,0.151,0.78059,6.64,NO
fashion_8,c_2,"(0.05, 0.0005)",depolarizing,0.152,0.77918,6.72,NO
fashion_8,c_2,"(0.05, 0.0005)",depolarizing,0.153,0.77777,6.42,NO
fashion_8,c_2,"(0.05, 0.0005)",depolarizing,0.154,0.77636,6.57,NO
fashion_8,c_2,"(0.05, 0.0005)",depolarizing,0.155,0.77495,6.76,NO
fashion_8,c_2,"(0.05, 0.0005)",depolarizing,0.156,0.77355,6.46,NO
fashion_8,c_2,"(0.05, 0.0005)",depolarizing,0.157,0.77214,6.79,NO
fashion_8,c_2,"(0.05, 0.0005)",depolarizing,0.158,0.77073,6.50,NO
fashion_8,c_2,"(0.05, 0.0005)",depolarizing,0.159,0.76932,6.57,NO
fashion_8,c_2,"(0.05, 0.0005)",depolarizing,0.160,0.76792,6.55,NO
fashion_8,c_2,"(0.05, 0.0005)",depolarizing,0.161,0.76651,6.47,NO
fashion_8,c_2,"(0.05, 0.0005)",depolarizing,0.162,0.76511,6.59,NO
fashion_8,c_2,"(0.05, 0.0005)",depolarizing,0.163,0.76370,6.65,NO
fashion_8,c_2,"(0.05, 0.0005)",depolarizing,0.164,0.76230,6.51,NO
fashion_8,c_2,"(0.05, 0.0005)",depolarizing,0.165,0.76089,6.55,NO
fashion_8,c_2,"(0.05, 0.0005)",depolarizing,0.166,0.75949,6.79,NO
fashion_8,c_2,"(0.05, 0.0005)",depolarizing,0.167,0.75809,6.43,NO
fashion_8,c_2,"(0.05, 0.0005)",depolarizing,0.168,0.75669,6.60,NO
fashion_8,c_2,"(0.05, 0.0005)",depolarizing,0.169,0.75528,6.49,NO
fashion_8,c_2,"(0.05, 0.0005)",depolarizing,0.170,0.75388,6.52,NO
fashion_8,c_2,"(0.05, 0.0005)",depolarizing,0.171,0.75248,6.68,NO
fashion_8,c_2,"(0.05, 0.0005)",depolarizing,0.172,0.75108,6.48,NO
fashion_8,c_2,"(0.05, 0.0005)",depolarizing,0.173,0.74968,6.66,NO
fashion_8,c_2,"(0.05, 0.0005)",depolarizing,0.174,0.74828,6.47,NO
fashion_8,c_2,"(0.05, 0.0005)",depolarizing,0.175,0.74688,6.46,NO
fashion_8,c_2,"(0.05, 0.0005)",depolarizing,0.176,0.74549,6.47,NO
fashion_8,c_2,"(0.05, 0.0005)",depolarizing,0.177,0.74409,6.51,NO
fashion_8,c_2,"(0.05, 0.0005)",depolarizing,0.178,0.74269,6.74,NO
fashion_8,c_2,"(0.05, 0.0005)",depolarizing,0.179,0.74130,6.44,NO
fashion_8,c_2,"(0.05, 0.0005)",depolarizing,0.180,0.73990,6.69,NO
fashion_8,c_2,"(0.05, 0.0005)",depolarizing,0.181,0.73850,6.58,NO
fashion_8,c_2,"(0.05, 0.0005)",depolarizing,0.182,0.73711,6.71,NO
fashion_8,c_2,"(0.05, 0.0005)",depolarizing,0.183,0.73571,6.40,NO
fashion_8,c_2,"(0.05, 0.0005)",depolarizing,0.184,0.73432,6.58,NO
fashion_8,c_2,"(0.05, 0.0005)",depolarizing,0.185,0.73293,6.65,NO
fashion_8,c_2,"(0.05, 0.0005)",depolarizing,0.186,0.73153,6.41,NO
fashion_8,c_2,"(0.05, 0.0005)",depolarizing,0.187,0.73014,6.53,NO
fashion_8,c_2,"(0.05, 0.0005)",depolarizing,0.188,0.72875,6.56,NO
fashion_8,c_2,"(0.05, 0.0005)",depolarizing,0.189,0.72736,6.68,NO
fashion_8,c_2,"(0.05, 0.0005)",depolarizing,0.190,0.72597,6.39,NO
fashion_8,c_2,"(0.05, 0.0005)",depolarizing,0.191,0.72458,6.51,NO
fashion_8,c_2,"(0.05, 0.0005)",depolarizing,0.192,0.72319,6.80,NO
fashion_8,c_2,"(0.05, 0.0005)",depolarizing,0.193,0.72180,6.53,NO
fashion_8,c_2,"(0.05, 0.0005)",depolarizing,0.194,0.72041,6.61,NO
fashion_8,c_2,"(0.05, 0.0005)",depolarizing,0.195,0.71902,6.55,NO
fashion_8,c_2,"(0.05, 0.0005)",depolarizing,0.196,0.71763,6.55,NO
fashion_8,c_2,"(0.05, 0.0005)",depolarizing,0.197,0.71624,6.61,NO
fashion_8,c_2,"(0.05, 0.0005)",depolarizing,0.198,0.71486,6.49,NO
fashion_8,c_2,"(0.05, 0.0005)",depolarizing,0.199,0.71347,6.41,NO
fashion_8,c_2,"(0.05, 0.0005)",depolarizing,0.200,0.71208,6.47,NO
fashion_8,c_2,"(0.05, 0.0005)",phase flip,0.001,0.99929,6.54,NO
fashion_8,c_2,"(0.05, 0.0005)",phase flip,0.002,0.99858,6.49,NO
fashion_8,c_2,"(0.05, 0.0005)",phase flip,0.003,0.99788,6.60,NO
fashion_8,c_2,"(0.05, 0.0005)",phase flip,0.004,0.99718,6.52,NO
fashion_8,c_2,"(0.05, 0.0005)",phase flip,0.005,0.99648,6.55,NO
fashion_8,c_2,"(0.05, 0.0005)",phase flip,0.006,0.99579,6.61,NO
fashion_8,c_2,"(0.05, 0.0005)",phase flip,0.007,0.99510,6.53,NO
fashion_8,c_2,"(0.05, 0.0005)",phase flip,0.008,0.99441,6.61,NO
fashion_8,c_2,"(0.05, 0.0005)",phase flip,0.009,0.99372,6.54,NO
fashion_8,c_2,"(0.05, 0.0005)",phase flip,0.010,0.99304,6.57,NO
fashion_8,c_2,"(0.05, 0.0005)",phase flip,0.011,0.99236,6.70,NO
fashion_8,c_2,"(0.05, 0.0005)",phase flip,0.012,0.99168,6.44,NO
fashion_8,c_2,"(0.05, 0.0005)",phase flip,0.013,0.99101,6.72,NO
fashion_8,c_2,"(0.05, 0.0005)",phase flip,0.014,0.99034,6.55,NO
fashion_8,c_2,"(0.05, 0.0005)",phase flip,0.015,0.98967,6.64,NO
fashion_8,c_2,"(0.05, 0.0005)",phase flip,0.016,0.98900,6.55,NO
fashion_8,c_2,"(0.05, 0.0005)",phase flip,0.017,0.98834,6.55,NO
fashion_8,c_2,"(0.05, 0.0005)",phase flip,0.018,0.98768,6.71,NO
fashion_8,c_2,"(0.05, 0.0005)",phase flip,0.019,0.98702,6.51,NO
fashion_8,c_2,"(0.05, 0.0005)",phase flip,0.020,0.98636,6.43,NO
fashion_8,c_2,"(0.05, 0.0005)",phase flip,0.021,0.98571,6.47,NO
fashion_8,c_2,"(0.05, 0.0005)",phase flip,0.022,0.98506,6.63,NO
fashion_8,c_2,"(0.05, 0.0005)",phase flip,0.023,0.98442,6.58,NO
fashion_8,c_2,"(0.05, 0.0005)",phase flip,0.024,0.98377,6.57,NO
fashion_8,c_2,"(0.05, 0.0005)",phase flip,0.025,0.98313,6.96,NO
fashion_8,c_2,"(0.05, 0.0005)",phase flip,0.026,0.98253,6.54,NO
fashion_8,c_2,"(0.05, 0.0005)",phase flip,0.027,0.98207,6.88,NO
fashion_8,c_2,"(0.05, 0.0005)",phase flip,0.028,0.98162,6.84,NO
fashion_8,c_2,"(0.05, 0.0005)",phase flip,0.029,0.98108,7.08,NO
fashion_8,c_2,"(0.05, 0.0005)",phase flip,0.030,0.98049,7.06,NO
fashion_8,c_2,"(0.05, 0.0005)",phase flip,0.031,0.97989,6.80,NO
fashion_8,c_2,"(0.05, 0.0005)",phase flip,0.032,0.97931,7.31,NO
fashion_8,c_2,"(0.05, 0.0005)",phase flip,0.033,0.97872,6.89,NO
fashion_8,c_2,"(0.05, 0.0005)",phase flip,0.034,0.97814,7.01,NO
fashion_8,c_2,"(0.05, 0.0005)",phase flip,0.035,0.97755,6.70,NO
fashion_8,c_2,"(0.05, 0.0005)",phase flip,0.036,0.97698,7.01,NO
fashion_8,c_2,"(0.05, 0.0005)",phase flip,0.037,0.97640,7.10,NO
fashion_8,c_2,"(0.05, 0.0005)",phase flip,0.038,0.97583,7.48,NO
fashion_8,c_2,"(0.05, 0.0005)",phase flip,0.039,0.97526,7.32,NO
fashion_8,c_2,"(0.05, 0.0005)",phase flip,0.040,0.97470,6.74,NO
fashion_8,c_2,"(0.05, 0.0005)",phase flip,0.041,0.97414,7.16,NO
fashion_8,c_2,"(0.05, 0.0005)",phase flip,0.042,0.97358,7.20,NO
fashion_8,c_2,"(0.05, 0.0005)",phase flip,0.043,0.97303,7.15,NO
fashion_8,c_2,"(0.05, 0.0005)",phase flip,0.044,0.97248,7.35,NO
fashion_8,c_2,"(0.05, 0.0005)",phase flip,0.045,0.97193,6.86,NO
fashion_8,c_2,"(0.05, 0.0005)",phase flip,0.046,0.97138,7.29,NO
fashion_8,c_2,"(0.05, 0.0005)",phase flip,0.047,0.97084,7.05,NO
fashion_8,c_2,"(0.05, 0.0005)",phase flip,0.048,0.97030,7.13,NO
fashion_8,c_2,"(0.05, 0.0005)",phase flip,0.049,0.96976,7.28,NO
fashion_8,c_2,"(0.05, 0.0005)",phase flip,0.050,0.96923,7.27,NO
fashion_8,c_2,"(0.05, 0.0005)",phase flip,0.051,0.96870,6.93,NO
fashion_8,c_2,"(0.05, 0.0005)",phase flip,0.052,0.96816,6.96,NO
fashion_8,c_2,"(0.05, 0.0005)",phase flip,0.053,0.96764,6.96,NO
fashion_8,c_2,"(0.05, 0.0005)",phase flip,0.054,0.96711,7.32,NO
fashion_8,c_2,"(0.05, 0.0005)",phase flip,0.055,0.96660,6.96,NO
fashion_8,c_2,"(0.05, 0.0005)",phase flip,0.056,0.96608,7.10,NO
fashion_8,c_2,"(0.05, 0.0005)",phase flip,0.057,0.96556,6.70,NO
fashion_8,c_2,"(0.05, 0.0005)",phase flip,0.058,0.96505,6.90,NO
fashion_8,c_2,"(0.05, 0.0005)",phase flip,0.059,0.96454,6.91,NO
fashion_8,c_2,"(0.05, 0.0005)",phase flip,0.060,0.96403,7.16,NO
fashion_8,c_2,"(0.05, 0.0005)",phase flip,0.061,0.96353,6.91,NO
fashion_8,c_2,"(0.05, 0.0005)",phase flip,0.062,0.96303,6.75,NO
fashion_8,c_2,"(0.05, 0.0005)",phase flip,0.063,0.96253,7.04,NO
fashion_8,c_2,"(0.05, 0.0005)",phase flip,0.064,0.96203,6.80,NO
fashion_8,c_2,"(0.05, 0.0005)",phase flip,0.065,0.96154,7.02,NO
fashion_8,c_2,"(0.05, 0.0005)",phase flip,0.066,0.96104,7.01,NO
fashion_8,c_2,"(0.05, 0.0005)",phase flip,0.067,0.96056,6.76,NO
fashion_8,c_2,"(0.05, 0.0005)",phase flip,0.068,0.96006,6.73,NO
fashion_8,c_2,"(0.05, 0.0005)",phase flip,0.069,0.95958,6.77,NO
fashion_8,c_2,"(0.05, 0.0005)",phase flip,0.070,0.95910,6.90,NO
fashion_8,c_2,"(0.05, 0.0005)",phase flip,0.071,0.95862,6.95,NO
fashion_8,c_2,"(0.05, 0.0005)",phase flip,0.072,0.95814,6.93,NO
fashion_8,c_2,"(0.05, 0.0005)",phase flip,0.073,0.95766,7.07,NO
fashion_8,c_2,"(0.05, 0.0005)",phase flip,0.074,0.95720,7.31,NO
fashion_8,c_2,"(0.05, 0.0005)",phase flip,0.075,0.95673,7.07,NO
fashion_8,c_2,"(0.05, 0.0005)",phase flip,0.076,0.95625,7.37,NO
fashion_8,c_2,"(0.05, 0.0005)",phase flip,0.077,0.95579,7.16,NO
fashion_8,c_2,"(0.05, 0.0005)",phase flip,0.078,0.95533,6.82,NO
fashion_8,c_2,"(0.05, 0.0005)",phase flip,0.079,0.95487,7.46,NO
fashion_8,c_2,"(0.05, 0.0005)",phase flip,0.080,0.95440,6.88,NO
fashion_8,c_2,"(0.05, 0.0005)",phase flip,0.081,0.95395,7.38,NO
fashion_8,c_2,"(0.05, 0.0005)",phase flip,0.082,0.95349,7.54,NO
fashion_8,c_2,"(0.05, 0.0005)",phase flip,0.083,0.95304,6.89,NO
fashion_8,c_2,"(0.05, 0.0005)",phase flip,0.084,0.95260,7.02,NO
fashion_8,c_2,"(0.05, 0.0005)",phase flip,0.085,0.95214,7.21,NO
fashion_8,c_2,"(0.05, 0.0005)",phase flip,0.086,0.95170,7.39,NO
fashion_8,c_2,"(0.05, 0.0005)",phase flip,0.087,0.95126,6.88,NO
fashion_8,c_2,"(0.05, 0.0005)",phase flip,0.088,0.95081,7.11,NO
fashion_8,c_2,"(0.05, 0.0005)",phase flip,0.089,0.95037,7.00,NO
fashion_8,c_2,"(0.05, 0.0005)",phase flip,0.090,0.94994,6.97,NO
fashion_8,c_2,"(0.05, 0.0005)",phase flip,0.091,0.94950,6.91,NO
fashion_8,c_2,"(0.05, 0.0005)",phase flip,0.092,0.94907,6.84,NO
fashion_8,c_2,"(0.05, 0.0005)",phase flip,0.093,0.94864,7.01,NO
fashion_8,c_2,"(0.05, 0.0005)",phase flip,0.094,0.94821,6.85,NO
fashion_8,c_2,"(0.05, 0.0005)",phase flip,0.095,0.94778,7.11,NO
fashion_8,c_2,"(0.05, 0.0005)",phase flip,0.096,0.94735,6.80,NO
fashion_8,c_2,"(0.05, 0.0005)",phase flip,0.097,0.94693,7.13,NO
fashion_8,c_2,"(0.05, 0.0005)",phase flip,0.098,0.94652,7.17,NO
fashion_8,c_2,"(0.05, 0.0005)",phase flip,0.099,0.94609,6.81,NO
fashion_8,c_2,"(0.05, 0.0005)",phase flip,0.100,0.94568,6.88,NO
fashion_8,c_2,"(0.05, 0.0005)",phase flip,0.101,0.94526,7.09,NO
fashion_8,c_2,"(0.05, 0.0005)",phase flip,0.102,0.94485,7.20,NO
fashion_8,c_2,"(0.05, 0.0005)",phase flip,0.103,0.94444,7.86,NO
fashion_8,c_2,"(0.05, 0.0005)",phase flip,0.104,0.94402,6.94,NO
fashion_8,c_2,"(0.05, 0.0005)",phase flip,0.105,0.94362,7.29,NO
fashion_8,c_2,"(0.05, 0.0005)",phase flip,0.106,0.94322,6.85,NO
fashion_8,c_2,"(0.05, 0.0005)",phase flip,0.107,0.94281,6.87,NO
fashion_8,c_2,"(0.05, 0.0005)",phase flip,0.108,0.94242,6.78,NO
fashion_8,c_2,"(0.05, 0.0005)",phase flip,0.109,0.94201,6.76,NO
fashion_8,c_2,"(0.05, 0.0005)",phase flip,0.110,0.94162,7.14,NO
fashion_8,c_2,"(0.05, 0.0005)",phase flip,0.111,0.94122,6.86,NO
fashion_8,c_2,"(0.05, 0.0005)",phase flip,0.112,0.94082,6.97,NO
fashion_8,c_2,"(0.05, 0.0005)",phase flip,0.113,0.94044,7.29,NO
fashion_8,c_2,"(0.05, 0.0005)",phase flip,0.114,0.94004,7.59,NO
fashion_8,c_2,"(0.05, 0.0005)",phase flip,0.115,0.93966,7.83,NO
fashion_8,c_2,"(0.05, 0.0005)",phase flip,0.116,0.93927,6.85,NO
fashion_8,c_2,"(0.05, 0.0005)",phase flip,0.117,0.93888,7.11,NO
fashion_8,c_2,"(0.05, 0.0005)",phase flip,0.118,0.93851,8.66,NO
fashion_8,c_2,"(0.05, 0.0005)",phase flip,0.119,0.93812,7.19,NO
fashion_8,c_2,"(0.05, 0.0005)",phase flip,0.120,0.93774,6.83,NO
fashion_8,c_2,"(0.05, 0.0005)",phase flip,0.121,0.93737,6.88,NO
fashion_8,c_2,"(0.05, 0.0005)",phase flip,0.122,0.93699,7.03,NO
fashion_8,c_2,"(0.05, 0.0005)",phase flip,0.123,0.93662,6.96,NO
fashion_8,c_2,"(0.05, 0.0005)",phase flip,0.124,0.93625,6.97,NO
fashion_8,c_2,"(0.05, 0.0005)",phase flip,0.125,0.93588,6.90,NO
fashion_8,c_2,"(0.05, 0.0005)",phase flip,0.126,0.93551,6.95,NO
fashion_8,c_2,"(0.05, 0.0005)",phase flip,0.127,0.93514,6.96,NO
fashion_8,c_2,"(0.05, 0.0005)",phase flip,0.128,0.93478,7.16,NO
fashion_8,c_2,"(0.05, 0.0005)",phase flip,0.129,0.93441,6.84,NO
fashion_8,c_2,"(0.05, 0.0005)",phase flip,0.130,0.93406,6.99,NO
fashion_8,c_2,"(0.05, 0.0005)",phase flip,0.131,0.93369,6.88,NO
fashion_8,c_2,"(0.05, 0.0005)",phase flip,0.132,0.93333,7.25,NO
fashion_8,c_2,"(0.05, 0.0005)",phase flip,0.133,0.93298,6.95,NO
fashion_8,c_2,"(0.05, 0.0005)",phase flip,0.134,0.93263,6.81,NO
fashion_8,c_2,"(0.05, 0.0005)",phase flip,0.135,0.93227,6.80,NO
fashion_8,c_2,"(0.05, 0.0005)",phase flip,0.136,0.93192,7.15,NO
fashion_8,c_2,"(0.05, 0.0005)",phase flip,0.137,0.93157,6.70,NO
fashion_8,c_2,"(0.05, 0.0005)",phase flip,0.138,0.93122,7.08,NO
fashion_8,c_2,"(0.05, 0.0005)",phase flip,0.139,0.93088,7.15,NO
fashion_8,c_2,"(0.05, 0.0005)",phase flip,0.140,0.93054,6.97,NO
fashion_8,c_2,"(0.05, 0.0005)",phase flip,0.141,0.93020,6.93,NO
fashion_8,c_2,"(0.05, 0.0005)",phase flip,0.142,0.92985,6.92,NO
fashion_8,c_2,"(0.05, 0.0005)",phase flip,0.143,0.92951,6.96,NO
fashion_8,c_2,"(0.05, 0.0005)",phase flip,0.144,0.92918,6.82,NO
fashion_8,c_2,"(0.05, 0.0005)",phase flip,0.145,0.92884,7.14,NO
fashion_8,c_2,"(0.05, 0.0005)",phase flip,0.146,0.92851,7.16,NO
fashion_8,c_2,"(0.05, 0.0005)",phase flip,0.147,0.92817,7.12,NO
fashion_8,c_2,"(0.05, 0.0005)",phase flip,0.148,0.92784,6.94,NO
fashion_8,c_2,"(0.05, 0.0005)",phase flip,0.149,0.92751,6.69,NO
fashion_8,c_2,"(0.05, 0.0005)",phase flip,0.150,0.92718,7.31,NO
fashion_8,c_2,"(0.05, 0.0005)",phase flip,0.151,0.92686,7.18,NO
fashion_8,c_2,"(0.05, 0.0005)",phase flip,0.152,0.92653,7.01,NO
fashion_8,c_2,"(0.05, 0.0005)",phase flip,0.153,0.92621,7.05,NO
fashion_8,c_2,"(0.05, 0.0005)",phase flip,0.154,0.92589,7.15,NO
fashion_8,c_2,"(0.05, 0.0005)",phase flip,0.155,0.92557,7.13,NO
fashion_8,c_2,"(0.05, 0.0005)",phase flip,0.156,0.92525,6.71,NO
fashion_8,c_2,"(0.05, 0.0005)",phase flip,0.157,0.92493,6.87,NO
fashion_8,c_2,"(0.05, 0.0005)",phase flip,0.158,0.92462,7.55,NO
fashion_8,c_2,"(0.05, 0.0005)",phase flip,0.159,0.92430,7.39,NO
fashion_8,c_2,"(0.05, 0.0005)",phase flip,0.160,0.92399,6.70,NO
fashion_8,c_2,"(0.05, 0.0005)",phase flip,0.161,0.92368,7.19,NO
fashion_8,c_2,"(0.05, 0.0005)",phase flip,0.162,0.92337,6.80,NO
fashion_8,c_2,"(0.05, 0.0005)",phase flip,0.163,0.92306,6.75,NO
fashion_8,c_2,"(0.05, 0.0005)",phase flip,0.164,0.92275,6.93,NO
fashion_8,c_2,"(0.05, 0.0005)",phase flip,0.165,0.92245,6.91,NO
fashion_8,c_2,"(0.05, 0.0005)",phase flip,0.166,0.92214,6.86,NO
fashion_8,c_2,"(0.05, 0.0005)",phase flip,0.167,0.92185,6.89,NO
fashion_8,c_2,"(0.05, 0.0005)",phase flip,0.168,0.92154,7.06,NO
fashion_8,c_2,"(0.05, 0.0005)",phase flip,0.169,0.92124,7.21,NO
fashion_8,c_2,"(0.05, 0.0005)",phase flip,0.170,0.92095,6.79,NO
fashion_8,c_2,"(0.05, 0.0005)",phase flip,0.171,0.92065,7.31,NO
fashion_8,c_2,"(0.05, 0.0005)",phase flip,0.172,0.92036,6.99,NO
fashion_8,c_2,"(0.05, 0.0005)",phase flip,0.173,0.92007,7.01,NO
fashion_8,c_2,"(0.05, 0.0005)",phase flip,0.174,0.91977,7.10,NO
fashion_8,c_2,"(0.05, 0.0005)",phase flip,0.175,0.91948,7.22,NO
fashion_8,c_2,"(0.05, 0.0005)",phase flip,0.176,0.91919,6.79,NO
fashion_8,c_2,"(0.05, 0.0005)",phase flip,0.177,0.91890,7.42,NO
fashion_8,c_2,"(0.05, 0.0005)",phase flip,0.178,0.91862,7.72,NO
fashion_8,c_2,"(0.05, 0.0005)",phase flip,0.179,0.91833,6.80,NO
fashion_8,c_2,"(0.05, 0.0005)",phase flip,0.180,0.91805,6.99,NO
fashion_8,c_2,"(0.05, 0.0005)",phase flip,0.181,0.91777,6.80,NO
fashion_8,c_2,"(0.05, 0.0005)",phase flip,0.182,0.91749,6.87,NO
fashion_8,c_2,"(0.05, 0.0005)",phase flip,0.183,0.91721,6.66,NO
fashion_8,c_2,"(0.05, 0.0005)",phase flip,0.184,0.91694,7.22,NO
fashion_8,c_2,"(0.05, 0.0005)",phase flip,0.185,0.91666,6.93,NO
fashion_8,c_2,"(0.05, 0.0005)",phase flip,0.186,0.91638,7.21,NO
fashion_8,c_2,"(0.05, 0.0005)",phase flip,0.187,0.91611,7.06,NO
fashion_8,c_2,"(0.05, 0.0005)",phase flip,0.188,0.91584,7.26,NO
fashion_8,c_2,"(0.05, 0.0005)",phase flip,0.189,0.91557,6.79,NO
fashion_8,c_2,"(0.05, 0.0005)",phase flip,0.190,0.91529,7.16,NO
fashion_8,c_2,"(0.05, 0.0005)",phase flip,0.191,0.91503,6.84,NO
fashion_8,c_2,"(0.05, 0.0005)",phase flip,0.192,0.91476,6.79,NO
fashion_8,c_2,"(0.05, 0.0005)",phase flip,0.193,0.91450,7.20,NO
fashion_8,c_2,"(0.05, 0.0005)",phase flip,0.194,0.91424,7.36,NO
fashion_8,c_2,"(0.05, 0.0005)",phase flip,0.195,0.91397,6.90,NO
fashion_8,c_2,"(0.05, 0.0005)",phase flip,0.196,0.91371,6.70,NO
fashion_8,c_2,"(0.05, 0.0005)",phase flip,0.197,0.91345,7.09,NO
fashion_8,c_2,"(0.05, 0.0005)",phase flip,0.198,0.91319,6.83,NO
fashion_8,c_2,"(0.05, 0.0005)",phase flip,0.199,0.91293,6.85,NO
fashion_8,c_2,"(0.05, 0.0005)",phase flip,0.200,0.91268,6.66,NO
fashion_8,c_2,"(0.05, 0.0005)",mixed,0.001,0.99842,6.58,NO
fashion_8,c_2,"(0.05, 0.0005)",mixed,0.002,0.99684,6.54,NO
fashion_8,c_2,"(0.05, 0.0005)",mixed,0.003,0.99526,6.53,NO
fashion_8,c_2,"(0.05, 0.0005)",mixed,0.004,0.99369,6.63,NO
fashion_8,c_2,"(0.05, 0.0005)",mixed,0.005,0.99211,6.44,NO
fashion_8,c_2,"(0.05, 0.0005)",mixed,0.006,0.99054,6.79,NO
fashion_8,c_2,"(0.05, 0.0005)",mixed,0.007,0.98896,6.44,NO
fashion_8,c_2,"(0.05, 0.0005)",mixed,0.008,0.98739,6.50,NO
fashion_8,c_2,"(0.05, 0.0005)",mixed,0.009,0.98582,6.53,NO
fashion_8,c_2,"(0.05, 0.0005)",mixed,0.010,0.98425,6.42,NO
fashion_8,c_2,"(0.05, 0.0005)",mixed,0.011,0.98268,6.53,NO
fashion_8,c_2,"(0.05, 0.0005)",mixed,0.012,0.98111,6.49,NO
fashion_8,c_2,"(0.05, 0.0005)",mixed,0.013,0.97954,6.55,NO
fashion_8,c_2,"(0.05, 0.0005)",mixed,0.014,0.97798,6.55,NO
fashion_8,c_2,"(0.05, 0.0005)",mixed,0.015,0.97641,6.42,NO
fashion_8,c_2,"(0.05, 0.0005)",mixed,0.016,0.97485,6.52,NO
fashion_8,c_2,"(0.05, 0.0005)",mixed,0.017,0.97329,6.44,NO
fashion_8,c_2,"(0.05, 0.0005)",mixed,0.018,0.97173,6.55,NO
fashion_8,c_2,"(0.05, 0.0005)",mixed,0.019,0.97017,6.46,NO
fashion_8,c_2,"(0.05, 0.0005)",mixed,0.020,0.96861,6.67,NO
fashion_8,c_2,"(0.05, 0.0005)",mixed,0.021,0.96705,6.32,NO
fashion_8,c_2,"(0.05, 0.0005)",mixed,0.022,0.96549,6.46,NO
fashion_8,c_2,"(0.05, 0.0005)",mixed,0.023,0.96394,6.47,NO
fashion_8,c_2,"(0.05, 0.0005)",mixed,0.024,0.96238,6.31,NO
fashion_8,c_2,"(0.05, 0.0005)",mixed,0.025,0.96083,6.61,NO
