Model,Circuit,(ε δ),Noise Type,p,K*,time(sec.),robust
fashion_8,c_2,"(0.05, 0.0005)",mixed,0.026,0.95927,6.50,NO
fashion_8,c_2,"(0.05, 0.0005)",mixed,0.027,0.95772,6.52,NO
fashion_8,c_2,"(0.05, 0.0005)",mixed,0.028,0.95617,6.50,NO
fashion_8,c_2,"(0.05, 0.0005)",mixed,0.029,0.95462,6.47,NO
fashion_8,c_2,"(0.05, 0.0005)",mixed,0.030,0.95307,6.58,NO
fashion_8,c_2,"(0.05, 0.0005)",mixed,0.031,0.95152,6.48,NO
fashion_8,c_2,"(0.05, 0.0005)",mixed,0.032,0.94998,6.68,NO
fashion_8,c_2,"(0.05, 0.0005)",mixed,0.033,0.94843,6.53,NO
fashion_8,c_2,"(0.05, 0.0005)",mixed,0.034,0.94689,6.68,NO
fashion_8,c_2,"(0.05, 0.0005)",mixed,0.035,0.94534,6.46,NO
fashion_8,c_2,"(0.05, 0.0005)",mixed,0.036,0.94380,6.41,NO
fashion_8,c_2,"(0.05, 0.0005)",mixed,0.037,0.94226,6.66,NO
fashion_8,c_2,"(0.05, 0.0005)",mixed,0.038,0.94072,6.42,NO
fashion_8,c_2,"(0.05, 0.0005)",mixed,0.039,0.93918,6.46,NO
fashion_8,c_2,"(0.05, 0.0005)",mixed,0.040,0.93764,6.48,NO
fashion_8,c_2,"(0.05, 0.0005)",mixed,0.041,0.93610,6.49,NO
fashion_8,c_2,"(0.05, 0.0005)",mixed,0.042,0.93457,6.64,NO
fashion_8,c_2,"(0.05, 0.0005)",mixed,0.043,0.93303,6.63,NO
fashion_8,c_2,"(0.05, 0.0005)",mixed,0.044,0.93150,6.69,NO
fashion_8,c_2,"(0.05, 0.0005)",mixed,0.045,0.92996,6.42,NO
fashion_8,c_2,"(0.05, 0.0005)",mixed,0.046,0.92843,6.55,NO
fashion_8,c_2,"(0.05, 0.0005)",mixed,0.047,0.92690,6.40,NO
fashion_8,c_2,"(0.05, 0.0005)",mixed,0.048,0.92537,6.56,NO
fashion_8,c_2,"(0.05, 0.0005)",mixed,0.049,0.92384,6.74,NO
fashion_8,c_2,"(0.05, 0.0005)",mixed,0.050,0.92231,6.37,NO
fashion_8,c_2,"(0.05, 0.0005)",mixed,0.051,0.92079,6.55,NO
fashion_8,c_2,"(0.05, 0.0005)",mixed,0.052,0.91926,6.45,NO
fashion_8,c_2,"(0.05, 0.0005)",mixed,0.053,0.91773,6.63,NO
fashion_8,c_2,"(0.05, 0.0005)",mixed,0.054,0.91621,6.45,NO
fashion_8,c_2,"(0.05, 0.0005)",mixed,0.055,0.91469,6.37,NO
fashion_8,c_2,"(0.05, 0.0005)",mixed,0.056,0.91316,6.62,NO
fashion_8,c_2,"(0.05, 0.0005)",mixed,0.057,0.91164,6.53,NO
fashion_8,c_2,"(0.05, 0.0005)",mixed,0.058,0.91012,6.57,NO
fashion_8,c_2,"(0.05, 0.0005)",mixed,0.059,0.90860,6.41,NO
fashion_8,c_2,"(0.05, 0.0005)",mixed,0.060,0.90709,6.52,NO
fashion_8,c_2,"(0.05, 0.0005)",mixed,0.061,0.90557,6.57,NO
fashion_8,c_2,"(0.05, 0.0005)",mixed,0.062,0.90405,6.33,NO
fashion_8,c_2,"(0.05, 0.0005)",mixed,0.063,0.90254,6.63,NO
fashion_8,c_2,"(0.05, 0.0005)",mixed,0.064,0.90103,6.32,NO
fashion_8,c_2,"(0.05, 0.0005)",mixed,0.065,0.89951,6.73,NO
fashion_8,c_2,"(0.05, 0.0005)",mixed,0.066,0.89800,6.46,NO
fashion_8,c_2,"(0.05, 0.0005)",mixed,0.067,0.89649,6.54,NO
fashion_8,c_2,"(0.05, 0.0005)",mixed,0.068,0.89498,6.63,NO
fashion_8,c_2,"(0.05, 0.0005)",mixed,0.069,0.89347,6.54,NO
fashion_8,c_2,"(0.05, 0.0005)",mixed,0.070,0.89196,6.47,NO
fashion_8,c_2,"(0.05, 0.0005)",mixed,0.071,0.89045,6.41,NO
fashion_8,c_2,"(0.05, 0.0005)",mixed,0.072,0.88895,6.69,NO
fashion_8,c_2,"(0.05, 0.0005)",mixed,0.073,0.88744,6.47,NO
fashion_8,c_2,"(0.05, 0.0005)",mixed,0.074,0.88594,6.28,NO
fashion_8,c_2,"(0.05, 0.0005)",mixed,0.075,0.88444,6.31,NO
fashion_8,c_2,"(0.05, 0.0005)",mixed,0.076,0.88293,6.05,NO
fashion_8,c_2,"(0.05, 0.0005)",mixed,0.077,0.88143,6.27,NO
fashion_8,c_2,"(0.05, 0.0005)",mixed,0.078,0.87993,6.35,NO
fashion_8,c_2,"(0.05, 0.0005)",mixed,0.079,0.87843,6.41,NO
fashion_8,c_2,"(0.05, 0.0005)",mixed,0.080,0.87693,6.63,NO
fashion_8,c_2,"(0.05, 0.0005)",mixed,0.081,0.87544,6.47,NO
fashion_8,c_2,"(0.05, 0.0005)",mixed,0.082,0.87394,6.52,NO
fashion_8,c_2,"(0.05, 0.0005)",mixed,0.083,0.87245,6.46,NO
fashion_8,c_2,"(0.05, 0.0005)",mixed,0.084,0.87095,6.60,NO
fashion_8,c_2,"(0.05, 0.0005)",mixed,0.085,0.86946,6.39,NO
fashion_8,c_2,"(0.05, 0.0005)",mixed,0.086,0.86797,6.37,NO
fashion_8,c_2,"(0.05, 0.0005)",mixed,0.087,0.86647,6.62,NO
fashion_8,c_2,"(0.05, 0.0005)",mixed,0.088,0.86498,6.49,NO
fashion_8,c_2,"(0.05, 0.0005)",mixed,0.089,0.86349,6.61,NO
fashion_8,c_2,"(0.05, 0.0005)",mixed,0.090,0.86201,6.52,NO
fashion_8,c_2,"(0.05, 0.0005)",mixed,0.091,0.86052,6.51,NO
fashion_8,c_2,"(0.05, 0.0005)",mixed,0.092,0.85903,6.41,NO
fashion_8,c_2,"(0.05, 0.0005)",mixed,0.093,0.85755,6.29,NO
fashion_8,c_2,"(0.05, 0.0005)",mixed,0.094,0.85606,6.63,NO
fashion_8,c_2,"(0.05, 0.0005)",mixed,0.095,0.85458,6.53,NO
fashion_8,c_2,"(0.05, 0.0005)",mixed,0.096,0.85309,6.64,NO
fashion_8,c_2,"(0.05, 0.0005)",mixed,0.097,0.85161,6.43,NO
fashion_8,c_2,"(0.05, 0.0005)",mixed,0.098,0.85013,6.44,NO
fashion_8,c_2,"(0.05, 0.0005)",mixed,0.099,0.84865,6.38,NO
fashion_8,c_2,"(0.05, 0.0005)",mixed,0.100,0.84717,6.49,NO
fashion_8,c_2,"(0.05, 0.0005)",mixed,0.101,0.84570,6.72,NO
fashion_8,c_2,"(0.05, 0.0005)",mixed,0.102,0.84422,6.43,NO
fashion_8,c_2,"(0.05, 0.0005)",mixed,0.103,0.84274,6.53,NO
fashion_8,c_2,"(0.05, 0.0005)",mixed,0.104,0.84127,6.36,NO
fashion_8,c_2,"(0.05, 0.0005)",mixed,0.105,0.83979,6.49,NO
fashion_8,c_2,"(0.05, 0.0005)",mixed,0.106,0.83832,6.56,NO
fashion_8,c_2,"(0.05, 0.0005)",mixed,0.107,0.83684,6.50,NO
fashion_8,c_2,"(0.05, 0.0005)",mixed,0.108,0.83537,6.56,NO
fashion_8,c_2,"(0.05, 0.0005)",mixed,0.109,0.83390,6.25,NO
fashion_8,c_2,"(0.05, 0.0005)",mixed,0.110,0.83243,6.62,NO
fashion_8,c_2,"(0.05, 0.0005)",mixed,0.111,0.83097,6.30,NO
fashion_8,c_2,"(0.05, 0.0005)",mixed,0.112,0.82950,6.25,NO
fashion_8,c_2,"(0.05, 0.0005)",mixed,0.113,0.82803,6.18,NO
fashion_8,c_2,"(0.05, 0.0005)",mixed,0.114,0.82656,6.18,NO
fashion_8,c_2,"(0.05, 0.0005)",mixed,0.115,0.82510,6.52,NO
fashion_8,c_2,"(0.05, 0.0005)",mixed,0.116,0.82363,6.19,NO
fashion_8,c_2,"(0.05, 0.0005)",mixed,0.117,0.82217,6.30,NO
fashion_8,c_2,"(0.05, 0.0005)",mixed,0.118,0.82071,6.08,NO
fashion_8,c_2,"(0.05, 0.0005)",mixed,0.119,0.81925,6.05,NO
fashion_8,c_2,"(0.05, 0.0005)",mixed,0.120,0.81779,6.12,NO
fashion_8,c_2,"(0.05, 0.0005)",mixed,0.121,0.81633,6.26,NO
fashion_8,c_2,"(0.05, 0.0005)",mixed,0.122,0.81487,6.29,NO
fashion_8,c_2,"(0.05, 0.0005)",mixed,0.123,0.81341,6.32,NO
fashion_8,c_2,"(0.05, 0.0005)",mixed,0.124,0.81195,6.22,NO
fashion_8,c_2,"(0.05, 0.0005)",mixed,0.125,0.81050,6.32,NO
fashion_8,c_2,"(0.05, 0.0005)",mixed,0.126,0.80904,6.34,NO
fashion_8,c_2,"(0.05, 0.0005)",mixed,0.127,0.80759,6.06,NO
fashion_8,c_2,"(0.05, 0.0005)",mixed,0.128,0.80613,6.09,NO
fashion_8,c_2,"(0.05, 0.0005)",mixed,0.129,0.80468,6.34,NO
fashion_8,c_2,"(0.05, 0.0005)",mixed,0.130,0.80323,6.10,NO
fashion_8,c_2,"(0.05, 0.0005)",mixed,0.131,0.80178,6.32,NO
fashion_8,c_2,"(0.05, 0.0005)",mixed,0.132,0.80033,6.07,NO
fashion_8,c_2,"(0.05, 0.0005)",mixed,0.133,0.79888,6.35,NO
fashion_8,c_2,"(0.05, 0.0005)",mixed,0.134,0.79743,6.30,NO
fashion_8,c_2,"(0.05, 0.0005)",mixed,0.135,0.79599,6.27,NO
fashion_8,c_2,"(0.05, 0.0005)",mixed,0.136,0.79454,6.29,NO
fashion_8,c_2,"(0.05, 0.0005)",mixed,0.137,0.79309,6.10,NO
fashion_8,c_2,"(0.05, 0.0005)",mixed,0.138,0.79165,6.31,NO
fashion_8,c_2,"(0.05, 0.0005)",mixed,0.139,0.79021,6.14,NO
fashion_8,c_2,"(0.05, 0.0005)",mixed,0.140,0.78876,6.41,NO
fashion_8,c_2,"(0.05, 0.0005)",mixed,0.141,0.78732,6.23,NO
fashion_8,c_2,"(0.05, 0.0005)",mixed,0.142,0.78588,6.23,NO
fashion_8,c_2,"(0.05, 0.0005)",mixed,0.143,0.78444,6.38,NO
fashion_8,c_2,"(0.05, 0.0005)",mixed,0.144,0.78300,6.16,NO
fashion_8,c_2,"(0.05, 0.0005)",mixed,0.145,0.78156,6.32,NO
fashion_8,c_2,"(0.05, 0.0005)",mixed,0.146,0.78013,6.22,NO
fashion_8,c_2,"(0.05, 0.0005)",mixed,0.147,0.77869,6.38,NO
fashion_8,c_2,"(0.05, 0.0005)",mixed,0.148,0.77725,6.42,NO
fashion_8,c_2,"(0.05, 0.0005)",mixed,0.149,0.77582,6.42,NO
fashion_8,c_2,"(0.05, 0.0005)",mixed,0.150,0.77439,6.54,NO
fashion_8,c_2,"(0.05, 0.0005)",mixed,0.151,0.77295,6.43,NO
fashion_8,c_2,"(0.05, 0.0005)",mixed,0.152,0.77152,6.60,NO
fashion_8,c_2,"(0.05, 0.0005)",mixed,0.153,0.77009,6.28,NO
fashion_8,c_2,"(0.05, 0.0005)",mixed,0.154,0.76866,6.76,NO
fashion_8,c_2,"(0.05, 0.0005)",mixed,0.155,0.76723,6.44,NO
fashion_8,c_2,"(0.05, 0.0005)",mixed,0.156,0.76580,6.32,NO
fashion_8,c_2,"(0.05, 0.0005)",mixed,0.157,0.76437,6.63,NO
fashion_8,c_2,"(0.05, 0.0005)",mixed,0.158,0.76294,6.44,NO
fashion_8,c_2,"(0.05, 0.0005)",mixed,0.159,0.76152,6.51,NO
fashion_8,c_2,"(0.05, 0.0005)",mixed,0.160,0.76009,6.44,NO
fashion_8,c_2,"(0.05, 0.0005)",mixed,0.161,0.75867,6.56,NO
fashion_8,c_2,"(0.05, 0.0005)",mixed,0.162,0.75724,6.50,NO
fashion_8,c_2,"(0.05, 0.0005)",mixed,0.163,0.75582,6.39,NO
fashion_8,c_2,"(0.05, 0.0005)",mixed,0.164,0.75440,6.45,NO
fashion_8,c_2,"(0.05, 0.0005)",mixed,0.165,0.75298,6.46,NO
fashion_8,c_2,"(0.05, 0.0005)",mixed,0.166,0.75156,6.62,NO
fashion_8,c_2,"(0.05, 0.0005)",mixed,0.167,0.75014,6.50,NO
fashion_8,c_2,"(0.05, 0.0005)",mixed,0.168,0.74872,6.52,NO
fashion_8,c_2,"(0.05, 0.0005)",mixed,0.169,0.74730,6.58,NO
fashion_8,c_2,"(0.05, 0.0005)",mixed,0.170,0.74588,6.43,NO
fashion_8,c_2,"(0.05, 0.0005)",mixed,0.171,0.74447,6.60,NO
fashion_8,c_2,"(0.05, 0.0005)",mixed,0.172,0.74305,6.43,NO
fashion_8,c_2,"(0.05, 0.0005)",mixed,0.173,0.74163,6.41,NO
fashion_8,c_2,"(0.05, 0.0005)",mixed,0.174,0.74022,6.58,NO
fashion_8,c_2,"(0.05, 0.0005)",mixed,0.175,0.73881,6.45,NO
fashion_8,c_2,"(0.05, 0.0005)",mixed,0.176,0.73740,6.74,NO
fashion_8,c_2,"(0.05, 0.0005)",mixed,0.177,0.73599,6.31,NO
fashion_8,c_2,"(0.05, 0.0005)",mixed,0.178,0.73457,6.39,NO
fashion_8,c_2,"(0.05, 0.0005)",mixed,0.179,0.73316,6.26,NO
fashion_8,c_2,"(0.05, 0.0005)",mixed,0.180,0.73176,6.22,NO
fashion_8,c_2,"(0.05, 0.0005)",mixed,0.181,0.73035,6.33,NO
fashion_8,c_2,"(0.05, 0.0005)",mixed,0.182,0.72894,6.39,NO
fashion_8,c_2,"(0.05, 0.0005)",mixed,0.183,0.72753,6.39,NO
fashion_8,c_2,"(0.05, 0.0005)",mixed,0.184,0.72613,6.54,NO
fashion_8,c_2,"(0.05, 0.0005)",mixed,0.185,0.72472,6.50,NO
fashion_8,c_2,"(0.05, 0.0005)",mixed,0.186,0.72332,6.44,NO
fashion_8,c_2,"(0.05, 0.0005)",mixed,0.187,0.72192,6.51,NO
fashion_8,c_2,"(0.05, 0.0005)",mixed,0.188,0.72051,6.41,NO
fashion_8,c_2,"(0.05, 0.0005)",mixed,0.189,0.71911,6.49,NO
fashion_8,c_2,"(0.05, 0.0005)",mixed,0.190,0.71771,6.59,NO
fashion_8,c_2,"(0.05, 0.0005)",mixed,0.191,0.71631,6.56,NO
fashion_8,c_2,"(0.05, 0.0005)",mixed,0.192,0.71491,6.54,NO
fashion_8,c_2,"(0.05, 0.0005)",mixed,0.193,0.71351,6.38,NO
fashion_8,c_2,"(0.05, 0.0005)",mixed,0.194,0.71211,6.48,NO
fashion_8,c_2,"(0.05, 0.0005)",mixed,0.195,0.71072,6.38,NO
fashion_8,c_2,"(0.05, 0.0005)",mixed,0.196,0.70932,6.41,NO
fashion_8,c_2,"(0.05, 0.0005)",mixed,0.197,0.70792,6.48,NO
fashion_8,c_2,"(0.05, 0.0005)",mixed,0.198,0.70653,6.35,NO
fashion_8,c_2,"(0.05, 0.0005)",mixed,0.199,0.70514,6.55,NO
fashion_8,c_2,"(0.05, 0.0005)",mixed,0.200,0.70374,6.47,NO
aci_8,c_0,"(0.001, 0.003)",None,None,1.00000,1.93,YES
aci_8,c_1,"(0.001, 0.003)",None,None,1.00000,1.66,YES
aci_8,c_2,"(0.001, 0.003)",bit flip,0.002,0.99694,1.89,YES
aci_8,c_2,"(0.001, 0.003)",bit flip,0.004,0.99395,2.05,YES
aci_8,c_2,"(0.001, 0.003)",bit flip,0.006,0.99116,2.16,YES
aci_8,c_2,"(0.001, 0.003)",bit flip,0.008,0.98852,2.89,YES
aci_8,c_2,"(0.001, 0.003)",bit flip,0.010,0.98584,2.79,YES
aci_8,c_2,"(0.001, 0.003)",bit flip,0.012,0.98331,2.86,YES
aci_8,c_2,"(0.001, 0.003)",bit flip,0.014,0.98076,3.57,YES
aci_8,c_2,"(0.001, 0.003)",bit flip,0.016,0.97823,3.43,YES
aci_8,c_2,"(0.001, 0.003)",bit flip,0.018,0.97552,9.57,YES
aci_8,c_2,"(0.001, 0.003)",bit flip,0.020,0.97279,19.68,YES
aci_8,c_2,"(0.001, 0.003)",bit flip,0.022,0.97054,19.60,YES
aci_8,c_2,"(0.001, 0.003)",bit flip,0.024,0.96815,18.72,YES
aci_8,c_2,"(0.001, 0.003)",bit flip,0.026,0.96584,6.70,YES
aci_8,c_2,"(0.001, 0.003)",bit flip,0.028,0.96317,14.14,YES
aci_8,c_2,"(0.001, 0.003)",bit flip,0.030,0.96090,21.20,YES
aci_8,c_2,"(0.001, 0.003)",bit flip,0.032,0.95897,17.25,YES
aci_8,c_2,"(0.001, 0.003)",bit flip,0.034,0.95593,13.89,YES
aci_8,c_2,"(0.001, 0.003)",bit flip,0.036,0.95357,14.95,YES
aci_8,c_2,"(0.001, 0.003)",bit flip,0.038,0.95151,21.79,YES
aci_8,c_2,"(0.001, 0.003)",bit flip,0.040,0.95008,14.57,YES
aci_8,c_2,"(0.001, 0.003)",bit flip,0.042,0.94722,3.63,YES
aci_8,c_2,"(0.001, 0.003)",bit flip,0.044,0.94517,4.41,YES
aci_8,c_2,"(0.001, 0.003)",bit flip,0.046,0.94373,4.44,YES
aci_8,c_2,"(0.001, 0.003)",bit flip,0.048,0.94248,5.13,YES
aci_8,c_2,"(0.001, 0.003)",bit flip,0.050,0.93905,2.60,YES
aci_8,c_2,"(0.001, 0.003)",bit flip,0.052,0.93692,3.88,YES
aci_8,c_2,"(0.001, 0.003)",bit flip,0.054,0.93490,12.39,YES
aci_8,c_2,"(0.001, 0.003)",bit flip,0.056,0.93277,10.36,YES
aci_8,c_2,"(0.001, 0.003)",bit flip,0.058,0.93049,9.27,YES
aci_8,c_2,"(0.001, 0.003)",bit flip,0.060,0.92875,4.51,YES
aci_8,c_2,"(0.001, 0.003)",bit flip,0.062,0.92715,4.66,YES
aci_8,c_2,"(0.001, 0.003)",bit flip,0.064,0.92501,3.32,YES
aci_8,c_2,"(0.001, 0.003)",bit flip,0.066,0.92255,3.20,YES
aci_8,c_2,"(0.001, 0.003)",bit flip,0.068,0.92116,2.94,YES
aci_8,c_2,"(0.001, 0.003)",bit flip,0.070,0.91885,6.29,YES
aci_8,c_2,"(0.001, 0.003)",bit flip,0.072,0.91677,3.01,YES
aci_8,c_2,"(0.001, 0.003)",bit flip,0.074,0.91486,2.63,YES
aci_8,c_2,"(0.001, 0.003)",bit flip,0.076,0.91256,2.51,YES
aci_8,c_2,"(0.001, 0.003)",bit flip,0.078,0.91045,2.84,YES
aci_8,c_2,"(0.001, 0.003)",bit flip,0.080,0.90849,4.40,YES
aci_8,c_2,"(0.001, 0.003)",bit flip,0.082,0.90613,3.27,YES
aci_8,c_2,"(0.001, 0.003)",bit flip,0.084,0.90445,3.17,YES
aci_8,c_2,"(0.001, 0.003)",bit flip,0.086,0.90243,2.80,YES
aci_8,c_2,"(0.001, 0.003)",bit flip,0.088,0.90031,3.16,YES
aci_8,c_2,"(0.001, 0.003)",bit flip,0.090,0.89810,4.41,YES
aci_8,c_2,"(0.001, 0.003)",bit flip,0.092,0.89598,3.79,YES
aci_8,c_2,"(0.001, 0.003)",bit flip,0.094,0.89398,9.74,YES
aci_8,c_2,"(0.001, 0.003)",bit flip,0.096,0.89204,3.84,YES
aci_8,c_2,"(0.001, 0.003)",bit flip,0.098,0.88988,2.71,YES
aci_8,c_2,"(0.001, 0.003)",bit flip,0.100,0.88786,2.99,YES
aci_8,c_2,"(0.001, 0.003)",bit flip,0.102,0.88578,2.54,YES
aci_8,c_2,"(0.001, 0.003)",bit flip,0.104,0.88368,3.16,YES
aci_8,c_2,"(0.001, 0.003)",bit flip,0.106,0.88159,4.58,YES
aci_8,c_2,"(0.001, 0.003)",bit flip,0.108,0.87960,2.41,YES
aci_8,c_2,"(0.001, 0.003)",bit flip,0.110,0.87758,3.01,YES
aci_8,c_2,"(0.001, 0.003)",bit flip,0.112,0.87542,5.55,YES
aci_8,c_2,"(0.001, 0.003)",bit flip,0.114,0.87348,2.71,YES
aci_8,c_2,"(0.001, 0.003)",bit flip,0.116,0.87148,2.65,YES
aci_8,c_2,"(0.001, 0.003)",bit flip,0.118,0.86939,3.32,YES
aci_8,c_2,"(0.001, 0.003)",bit flip,0.120,0.86744,2.29,YES
aci_8,c_2,"(0.001, 0.003)",bit flip,0.122,0.86545,3.47,YES
aci_8,c_2,"(0.001, 0.003)",bit flip,0.124,0.86341,2.41,YES
aci_8,c_2,"(0.001, 0.003)",bit flip,0.126,0.86142,2.68,YES
aci_8,c_2,"(0.001, 0.003)",bit flip,0.128,0.85934,2.81,YES
aci_8,c_2,"(0.001, 0.003)",bit flip,0.130,0.85742,3.53,YES
aci_8,c_2,"(0.001, 0.003)",bit flip,0.132,0.85541,4.03,YES
aci_8,c_2,"(0.001, 0.003)",bit flip,0.134,0.85344,4.13,YES
aci_8,c_2,"(0.001, 0.003)",bit flip,0.136,0.85150,2.53,YES
aci_8,c_2,"(0.001, 0.003)",bit flip,0.138,0.84953,4.39,YES
aci_8,c_2,"(0.001, 0.003)",bit flip,0.140,0.84756,5.20,YES
aci_8,c_2,"(0.001, 0.003)",bit flip,0.142,0.84558,4.91,YES
aci_8,c_2,"(0.001, 0.003)",bit flip,0.144,0.84368,2.68,YES
aci_8,c_2,"(0.001, 0.003)",bit flip,0.146,0.84172,3.70,YES
aci_8,c_2,"(0.001, 0.003)",bit flip,0.148,0.83979,2.62,YES
aci_8,c_2,"(0.001, 0.003)",bit flip,0.150,0.83789,2.92,YES
aci_8,c_2,"(0.001, 0.003)",bit flip,0.152,0.83596,2.67,YES
aci_8,c_2,"(0.001, 0.003)",bit flip,0.154,0.83405,7.01,YES
aci_8,c_2,"(0.001, 0.003)",bit flip,0.156,0.83215,4.42,YES
aci_8,c_2,"(0.001, 0.003)",bit flip,0.158,0.83020,4.00,YES
aci_8,c_2,"(0.001, 0.003)",bit flip,0.160,0.82836,22.20,YES
aci_8,c_2,"(0.001, 0.003)",bit flip,0.162,0.82650,15.98,YES
aci_8,c_2,"(0.001, 0.003)",bit flip,0.164,0.82461,15.35,YES
aci_8,c_2,"(0.001, 0.003)",bit flip,0.166,0.82268,19.59,YES
aci_8,c_2,"(0.001, 0.003)",bit flip,0.168,0.82086,14.24,YES
aci_8,c_2,"(0.001, 0.003)",bit flip,0.170,0.81898,3.84,YES
aci_8,c_2,"(0.001, 0.003)",bit flip,0.172,0.81713,4.62,YES
aci_8,c_2,"(0.001, 0.003)",bit flip,0.174,0.81528,3.69,YES
aci_8,c_2,"(0.001, 0.003)",bit flip,0.176,0.81345,2.60,YES
aci_8,c_2,"(0.001, 0.003)",bit flip,0.178,0.81165,3.01,YES
aci_8,c_2,"(0.001, 0.003)",bit flip,0.180,0.80984,3.78,YES
aci_8,c_2,"(0.001, 0.003)",bit flip,0.182,0.80802,16.79,YES
aci_8,c_2,"(0.001, 0.003)",bit flip,0.184,0.80617,12.26,YES
aci_8,c_2,"(0.001, 0.003)",bit flip,0.186,0.80445,4.76,YES
aci_8,c_2,"(0.001, 0.003)",bit flip,0.188,0.80267,14.11,YES
aci_8,c_2,"(0.001, 0.003)",bit flip,0.190,0.80089,18.45,YES
aci_8,c_2,"(0.001, 0.003)",bit flip,0.192,0.79910,22.94,YES
aci_8,c_2,"(0.001, 0.003)",bit flip,0.194,0.79732,16.78,YES
aci_8,c_2,"(0.001, 0.003)",bit flip,0.196,0.79556,19.88,YES
aci_8,c_2,"(0.001, 0.003)",bit flip,0.198,0.79385,9.14,YES
aci_8,c_2,"(0.001, 0.003)",bit flip,0.200,0.79203,13.39,YES
aci_8,c_2,"(0.001, 0.003)",depolarizing,0.002,0.99355,10.79,YES
aci_8,c_2,"(0.001, 0.003)",depolarizing,0.004,0.98709,10.95,YES
aci_8,c_2,"(0.001, 0.003)",depolarizing,0.006,0.98073,11.24,YES
aci_8,c_2,"(0.001, 0.003)",depolarizing,0.008,0.97438,10.01,YES
aci_8,c_2,"(0.001, 0.003)",depolarizing,0.010,0.96855,18.85,YES
aci_8,c_2,"(0.001, 0.003)",depolarizing,0.012,0.96242,15.69,YES
aci_8,c_2,"(0.001, 0.003)",depolarizing,0.014,0.95654,18.03,YES
aci_8,c_2,"(0.001, 0.003)",depolarizing,0.016,0.95015,14.35,YES
aci_8,c_2,"(0.001, 0.003)",depolarizing,0.018,0.94464,14.10,YES
aci_8,c_2,"(0.001, 0.003)",depolarizing,0.020,0.93868,28.29,YES
aci_8,c_2,"(0.001, 0.003)",depolarizing,0.022,0.93292,7.00,YES
aci_8,c_2,"(0.001, 0.003)",depolarizing,0.024,0.92712,2.69,YES
aci_8,c_2,"(0.001, 0.003)",depolarizing,0.026,0.92145,5.45,YES
aci_8,c_2,"(0.001, 0.003)",depolarizing,0.028,0.91584,5.12,YES
aci_8,c_2,"(0.001, 0.003)",depolarizing,0.030,0.91026,4.66,YES
aci_8,c_2,"(0.001, 0.003)",depolarizing,0.032,0.90465,2.98,YES
aci_8,c_2,"(0.001, 0.003)",depolarizing,0.034,0.89899,2.88,YES
aci_8,c_2,"(0.001, 0.003)",depolarizing,0.036,0.89329,2.94,YES
aci_8,c_2,"(0.001, 0.003)",depolarizing,0.038,0.88779,2.50,YES
aci_8,c_2,"(0.001, 0.003)",depolarizing,0.040,0.88218,2.91,YES
aci_8,c_2,"(0.001, 0.003)",depolarizing,0.042,0.87678,2.52,YES
aci_8,c_2,"(0.001, 0.003)",depolarizing,0.044,0.87163,3.67,YES
aci_8,c_2,"(0.001, 0.003)",depolarizing,0.046,0.86605,7.07,YES
aci_8,c_2,"(0.001, 0.003)",depolarizing,0.048,0.86076,4.28,YES
aci_8,c_2,"(0.001, 0.003)",depolarizing,0.050,0.85514,3.28,YES
aci_8,c_2,"(0.001, 0.003)",depolarizing,0.052,0.84964,3.21,YES
aci_8,c_2,"(0.001, 0.003)",depolarizing,0.054,0.84455,4.11,YES
aci_8,c_2,"(0.001, 0.003)",depolarizing,0.056,0.83928,4.11,YES
aci_8,c_2,"(0.001, 0.003)",depolarizing,0.058,0.83414,4.66,YES
aci_8,c_2,"(0.001, 0.003)",depolarizing,0.060,0.82862,3.43,YES
aci_8,c_2,"(0.001, 0.003)",depolarizing,0.062,0.82354,2.84,YES
aci_8,c_2,"(0.001, 0.003)",depolarizing,0.064,0.81844,3.99,YES
aci_8,c_2,"(0.001, 0.003)",depolarizing,0.066,0.81320,6.00,YES
aci_8,c_2,"(0.001, 0.003)",depolarizing,0.068,0.80807,4.03,YES
aci_8,c_2,"(0.001, 0.003)",depolarizing,0.070,0.80278,3.57,YES
aci_8,c_2,"(0.001, 0.003)",depolarizing,0.072,0.79771,2.61,YES
aci_8,c_2,"(0.001, 0.003)",depolarizing,0.074,0.79282,3.30,YES
aci_8,c_2,"(0.001, 0.003)",depolarizing,0.076,0.78777,4.68,YES
aci_8,c_2,"(0.001, 0.003)",depolarizing,0.078,0.78260,17.64,YES
aci_8,c_2,"(0.001, 0.003)",depolarizing,0.080,0.77755,16.94,YES
aci_8,c_2,"(0.001, 0.003)",depolarizing,0.082,0.77259,17.07,YES
aci_8,c_2,"(0.001, 0.003)",depolarizing,0.084,0.76774,20.38,YES
aci_8,c_2,"(0.001, 0.003)",depolarizing,0.086,0.76257,20.74,YES
aci_8,c_2,"(0.001, 0.003)",depolarizing,0.088,0.75775,16.02,YES
aci_8,c_2,"(0.001, 0.003)",depolarizing,0.090,0.75287,24.63,YES
aci_8,c_2,"(0.001, 0.003)",depolarizing,0.092,0.74799,16.98,YES
aci_8,c_2,"(0.001, 0.003)",depolarizing,0.094,0.74324,17.84,YES
aci_8,c_2,"(0.001, 0.003)",depolarizing,0.096,0.73821,21.35,YES
aci_8,c_2,"(0.001, 0.003)",depolarizing,0.098,0.73369,15.92,YES
aci_8,c_2,"(0.001, 0.003)",depolarizing,0.100,0.72877,15.93,YES
